CI_Name,CI_Cat,CI_Subcat,Incident_ID,Impact,Urgency,Priority,Category,No_of_Related_Incidents
SUB000508,subapplication,Web Based Application,IM0000491,4,4,4.0,incident,
WBA000124,application,Web Based Application,IM0000492,4,4,4.0,incident,
APP000005,application,Citrix,IM0000494,4,4,4.0,incident,
SAP000003,application,SAP,IM0000495,5,5,5.0,request for information,
WBA000060,application,Web Based Application,IM0000496,4,4,4.0,incident,
LAP001582,computer,Laptop,IM0000497,5,5,5.0,incident,
SBA000766,application,Server Based Application,IM0000498,3,3,3.0,incident,
SBA000607,application,Server Based Application,IM0000499,5,5,5.0,incident,
SUB000456,subapplication,Web Based Application,IM0000500,4,4,4.0,incident,
DTA000616,application,Desktop Application,IM0000501,4,4,4.0,incident,
SBA000033,application,Server Based Application,IM0000503,5,5,5.0,request for information,
SBA000101,application,Server Based Application,IM0000504,5,5,5.0,request for information,
SBA000101,application,Server Based Application,IM0000505,5,5,5.0,request for information,
SBA000172,application,Server Based Application,IM0000506,5,5,5.0,incident,
WBA000133,application,Web Based Application,IM0000507,5,5,5.0,incident,
SAP000004,application,SAP,IM0000509,5,5,5.0,request for information,
SBA000263,application,Server Based Application,IM0000510,5,5,5.0,request for information,
WBA000133,application,Web Based Application,IM0000511,4,5,4.0,incident,
WBA000145,application,Web Based Application,IM0000512,4,4,4.0,incident,
SBA000423,application,Server Based Application,IM0000513,5,5,5.0,request for information,
LAP001597,computer,Laptop,IM0000514,5,5,5.0,incident,
WBA000124,application,Web Based Application,IM0000515,5,5,5.0,incident,
SBA000263,application,Server Based Application,IM0000516,5,5,5.0,request for information,
SAP000004,application,SAP,IM0000517,5,5,5.0,request for information,
SUB000479,subapplication,Web Based Application,IM0000518,5,5,5.0,incident,
WBA000144,application,Web Based Application,IM0000519,4,4,4.0,incident,
DTA000415,application,Desktop Application,IM0000520,5,5,5.0,request for information,
SBA000607,application,Server Based Application,IM0000521,5,5,5.0,request for information,
SBA000263,application,Server Based Application,IM0000523,5,5,5.0,request for information,
LAP000159,computer,Laptop,IM0000524,5,5,5.0,incident,
SAP000004,application,SAP,IM0000525,5,5,5.0,request for information,
SBA000263,application,Server Based Application,IM0000526,5,5,5.0,request for information,
WBA000103,application,Web Based Application,IM0000527,4,4,4.0,incident,
SAP000003,application,SAP,IM0000528,4,4,4.0,incident,
WBA000124,application,Web Based Application,IM0000529,4,4,4.0,incident,
SBA000607,application,Server Based Application,IM0000530,5,5,5.0,request for information,4.0
SBA000451,application,Server Based Application,IM0000531,5,5,5.0,incident,
SAP000004,application,SAP,IM0000532,5,5,5.0,request for information,
WBA000011,application,Web Based Application,IM0000533,5,5,5.0,incident,
SUB000533,subapplication,Web Based Application,IM0000534,4,4,4.0,incident,
DTA000031,application,Desktop Application,IM0000535,5,5,5.0,incident,
WBA000124,application,Web Based Application,IM0000536,4,4,4.0,incident,
SAP000004,application,SAP,IM0000537,5,5,5.0,request for information,
SBA000263,application,Server Based Application,IM0000538,5,5,5.0,request for information,
SBA000263,application,Server Based Application,IM0000539,5,5,5.0,request for information,
SBA000263,application,Server Based Application,IM0000540,5,5,5.0,request for information,
LAP000523,computer,Laptop,IM0000541,5,5,5.0,incident,
SBA000263,application,Server Based Application,IM0000543,5,5,5.0,request for information,
SAP000004,application,SAP,IM0000544,5,5,5.0,request for information,
SBA000142,application,Server Based Application,IM0000545,4,4,4.0,incident,
WBA000144,application,Web Based Application,IM0000546,5,5,5.0,incident,
SBA000101,application,Server Based Application,IM0000547,5,5,5.0,request for information,
SBA000101,application,Server Based Application,IM0000548,5,5,5.0,request for information,
DTA000326,application,Desktop Application,IM0000549,4,4,4.0,incident,
SBA000778,application,Server Based Application,IM0000550,3,3,3.0,incident,
DTA000031,application,Desktop Application,IM0000551,5,5,5.0,incident,
WBA000009,application,Web Based Application,IM0000552,5,5,5.0,incident,
SBA000782,application,Server Based Application,IM0000553,3,3,3.0,incident,
SBA000759,application,Server Based Application,IM0000554,5,5,5.0,request for information,
SBA000759,application,Server Based Application,IM0000555,4,4,4.0,request for information,
WBA000144,application,Web Based Application,IM0000556,5,5,5.0,incident,
SAP000004,application,SAP,IM0000557,5,5,5.0,request for information,
DTA000016,application,Desktop Application,IM0000558,4,4,4.0,incident,
SBA000263,application,Server Based Application,IM0000559,5,5,5.0,request for information,
WBA000133,application,Web Based Application,IM0000560,4,4,4.0,incident,
SAP000003,application,SAP,IM0000561,5,5,5.0,request for information,
SUB000113,subapplication,Server Based Application,IM0000562,5,5,5.0,incident,
LAP000502,computer,Laptop,IM0000563,5,5,5.0,incident,
SBA000759,application,Server Based Application,IM0000564,4,4,4.0,request for information,
WBA000103,application,Web Based Application,IM0000565,5,5,5.0,incident,
DTA000616,application,Desktop Application,IM0000566,3,3,3.0,incident,
SBA000263,application,Server Based Application,IM0000567,5,5,5.0,request for information,
SBA000172,application,Server Based Application,IM0000568,3,3,3.0,incident,
SBA000088,application,Server Based Application,IM0000569,4,4,4.0,incident,
SUB000533,subapplication,Web Based Application,IM0000570,5,5,5.0,incident,
SBA000076,application,Server Based Application,IM0000571,5,5,5.0,incident,
CBA000014,application,Client Based Application,IM0000573,4,4,4.0,incident,
WBA000122,application,Web Based Application,IM0000574,5,5,5.0,incident,
SBA000029,application,Server Based Application,IM0000575,5,5,5.0,request for information,
SBA000154,application,Server Based Application,IM0000576,4,4,4.0,incident,
SUB000505,subapplication,Web Based Application,IM0000577,4,4,4.0,incident,
WBA000144,application,Web Based Application,IM0000578,5,5,5.0,incident,
SBA000782,application,Server Based Application,IM0000579,3,3,3.0,incident,
SBA000462,application,Server Based Application,IM0000580,5,5,5.0,request for information,
SBA000154,application,Server Based Application,IM0000585,5,5,5.0,incident,
LAP000485,computer,Laptop,IM0000586,5,5,5.0,incident,
SAP000004,application,SAP,IM0000587,5,5,5.0,request for information,
SUB000456,subapplication,Web Based Application,IM0000588,4,4,4.0,incident,
WBA000124,application,Web Based Application,IM0000589,4,4,4.0,incident,
LAP001048,computer,Laptop,IM0000590,5,5,5.0,incident,
SBA000263,application,Server Based Application,IM0000591,5,5,5.0,request for information,
WBA000124,application,Web Based Application,IM0000592,3,3,3.0,incident,
DTA000024,application,Desktop Application,IM0000593,4,4,4.0,incident,
SBA000263,application,Server Based Application,IM0000594,5,5,5.0,request for information,
WBA000124,application,Web Based Application,IM0000595,4,4,4.0,incident,
SBA000458,application,Server Based Application,IM0000596,4,4,4.0,incident,
SBA000834,application,Server Based Application,IM0000597,4,4,4.0,incident,
LAP000700,computer,Laptop,IM0000598,5,5,5.0,incident,
SUB000424,subapplication,Web Based Application,IM0000600,4,4,4.0,incident,
SAP000003,application,SAP,IM0000601,5,5,5.0,incident,
APP000005,application,Citrix,IM0000602,4,4,4.0,incident,
DTA000024,application,Desktop Application,IM0000603,4,4,4.0,incident,
SAP000004,application,SAP,IM0000604,5,5,5.0,request for information,
SBA000263,application,Server Based Application,IM0000605,5,5,5.0,request for information,
CBA000014,application,Client Based Application,IM0000606,5,5,5.0,incident,
SAP000004,application,SAP,IM0000607,5,5,5.0,request for information,
WBA000058,application,Web Based Application,IM0000608,4,4,4.0,incident,
WBA000145,application,Web Based Application,IM0000609,5,5,5.0,incident,
WBA000133,application,Web Based Application,IM0000610,5,5,5.0,request for information,
SBA000263,application,Server Based Application,IM0000611,5,5,5.0,request for information,
SBA000211,application,Server Based Application,IM0000612,5,5,5.0,incident,
WBA000124,application,Web Based Application,IM0000613,4,4,4.0,incident,
SBA000607,application,Server Based Application,IM0000614,5,5,5.0,request for information,
CBA000014,application,Client Based Application,IM0000615,NS,3,,request for information,
CBD001098,computer,Banking Device,IM0000616,5,5,5.0,request for information,
SUB000505,subapplication,Web Based Application,IM0000617,4,4,4.0,incident,
SBA000759,application,Server Based Application,IM0000618,5,5,5.0,request for information,
SBA000131,application,Server Based Application,IM0000619,3,3,3.0,incident,
SBA000649,application,Server Based Application,IM0000620,5,5,5.0,incident,
SBA000834,application,Server Based Application,IM0000621,4,4,4.0,incident,
LAP000524,computer,Laptop,IM0000622,5,5,5.0,incident,
SUB000514,subapplication,Web Based Application,IM0000623,4,4,4.0,incident,
SBA000263,application,Server Based Application,IM0000624,5,5,5.0,request for information,
OVR000078,,,IM0000625,3,3,3.0,incident,
SBA000777,application,Server Based Application,IM0000626,NS,3,,incident,
SBA000462,application,Server Based Application,IM0000627,4,4,4.0,incident,
SBA000630,application,Server Based Application,IM0000628,5,5,5.0,request for information,
DTA000302,application,Desktop Application,IM0000630,4,4,4.0,incident,
SBA000759,application,Server Based Application,IM0000631,5,5,5.0,request for information,
DTA000414,application,Desktop Application,IM0000632,4,4,4.0,incident,
LAP000296,computer,Laptop,IM0000633,5,5,5.0,incident,
DSK000633,computer,Desktop,IM0000634,5,5,5.0,request for information,
SBA000782,application,Server Based Application,IM0000635,5,5,5.0,incident,
DTA000044,application,Desktop Application,IM0000636,4,4,4.0,incident,
WBA000008,application,Web Based Application,IM0000637,5,5,5.0,incident,
WBA000133,application,Web Based Application,IM0000638,4,4,4.0,incident,
APP000002,application,Citrix,IM0000640,4,4,4.0,incident,
DTA000043,application,Desktop Application,IM0000641,4,4,4.0,incident,
DSK000545,computer,Desktop,IM0000642,5,5,5.0,incident,
WBA000060,application,Web Based Application,IM0000643,4,4,4.0,incident,
SBA000795,application,Server Based Application,IM0000644,5,5,5.0,incident,
SUB000521,subapplication,Web Based Application,IM0000645,4,4,4.0,incident,
WBA000008,application,Web Based Application,IM0000646,5,5,5.0,incident,
CBA000014,application,Client Based Application,IM0000647,4,4,4.0,incident,
SUB000113,subapplication,Server Based Application,IM0000648,4,4,4.0,incident,
SUB000424,subapplication,Web Based Application,IM0000649,4,4,4.0,incident,
SBA000564,application,Server Based Application,IM0000650,3,3,3.0,incident,
WBA000124,application,Web Based Application,IM0000651,4,4,4.0,incident,
SBA000172,application,Server Based Application,IM0000652,3,3,3.0,incident,
SUB000521,subapplication,Web Based Application,IM0000653,4,4,4.0,incident,
LAP000459,computer,Laptop,IM0000654,5,5,5.0,incident,
DTA000011,application,Desktop Application,IM0000655,4,4,4.0,incident,
WBA000017,application,Web Based Application,IM0000656,4,4,4.0,incident,
SBA000263,application,Server Based Application,IM0000657,5,5,5.0,request for information,
SBA000607,application,Server Based Application,IM0000658,5,5,5.0,request for information,
SAP000004,application,SAP,IM0000659,5,5,5.0,request for information,
WBA000133,application,Web Based Application,IM0000660,5,5,5.0,incident,
WBA000018,application,Web Based Application,IM0000661,4,4,4.0,incident,
SBA000607,application,Server Based Application,IM0000662,5,5,5.0,incident,
SBA000607,application,Server Based Application,IM0000663,5,5,5.0,incident,
DTA000591,application,Desktop Application,IM0000664,5,5,5.0,request for information,
SBA000263,application,Server Based Application,IM0000665,5,5,5.0,request for information,
SAP000004,application,SAP,IM0000666,5,5,5.0,request for information,
DTA000616,application,Desktop Application,IM0000667,4,4,4.0,incident,
WBA000133,application,Web Based Application,IM0000668,4,4,4.0,incident,
SUB000443,subapplication,Web Based Application,IM0000669,5,5,5.0,incident,
SBA000172,application,Server Based Application,IM0000670,5,5,5.0,incident,
SBA000698,application,Server Based Application,IM0000671,4,4,4.0,incident,
SAP000003,application,SAP,IM0000672,5,5,5.0,request for information,
SUB000424,subapplication,Web Based Application,IM0000673,4,4,4.0,incident,
DTA000616,application,Desktop Application,IM0000674,4,4,4.0,incident,
SBA000119,application,Server Based Application,IM0000675,4,4,4.0,incident,
LAP001637,computer,Laptop,IM0000676,5,5,5.0,incident,
SBA000608,application,Server Based Application,IM0000677,5,5,5.0,request for information,
SBA000462,application,Server Based Application,IM0000678,4,4,4.0,incident,
SBA000263,application,Server Based Application,IM0000679,5,5,5.0,request for information,
WBA000094,application,Web Based Application,IM0000680,4,4,4.0,incident,
SBA000263,application,Server Based Application,IM0000681,5,5,5.0,request for information,
OVR000072,,,IM0000682,3,3,3.0,incident,
DTA000471,application,Desktop Application,IM0000683,4,4,4.0,incident,
WBA000133,application,Web Based Application,IM0000684,4,4,4.0,incident,
DTA000044,application,Desktop Application,IM0000685,4,4,4.0,incident,
DTA000344,application,Desktop Application,IM0000686,5,5,5.0,request for information,
SBA000607,application,Server Based Application,IM0000687,5,5,5.0,request for information,
WBA000113,application,Web Based Application,IM0000688,3,3,3.0,incident,
SBA000805,application,Server Based Application,IM0000689,NS,3,,incident,
LAP001493,computer,Laptop,IM0000690,5,5,5.0,incident,
WBA000011,application,Web Based Application,IM0000691,5,5,5.0,incident,
DTA000344,application,Desktop Application,IM0000692,5,5,5.0,request for information,1.0
DTA000052,application,Desktop Application,IM0000693,4,4,4.0,incident,
SBA000607,application,Server Based Application,IM0000694,5,5,5.0,incident,
SUB000456,subapplication,Web Based Application,IM0000695,4,4,4.0,incident,
SBA000227,application,Server Based Application,IM0000696,5,5,5.0,incident,
